Species,North America,South America,Africa,Asia,Europe,Oceania
Crimson-browed Finch,6,6,6,3,6,6
Pallas's Rosefinch,5,6,6,3,6,6
Three-banded Rosefinch,6,6,6,3,6,6
Himalayan White-browed Rosefinch,6,6,6,2,6,6
Chinese White-browed Rosefinch,6,6,6,2,6,6
Pine Grosbeak,1,6,6,3,3,6
Brown Bullfinch,6,6,6,2,6,6
White-cheeked Bullfinch,6,6,6,6,6,6
Orange Bullfinch,6,6,6,3,6,6
Red-headed Bullfinch,6,6,6,2,6,6
Gray-headed Bullfinch,6,6,6,2,6,6
Taiwan Bullfinch,6,6,6,6,6,6
Azores Bullfinch,6,6,6,6,6,6
Eurasian Bullfinch,4,6,6,2,1,6
Crimson-winged Finch,6,6,6,6,6,6
Trumpeter Finch,6,6,4,4,1,6
Mongolian Finch,6,6,6,3,6,6
Blanford's Rosefinch,6,6,6,5,6,6
Gold-naped Finch,6,6,6,3,6,6
Spectacled Finch,6,6,6,3,6,6
Dark-breasted Rosefinch,6,6,6,2,6,6
Plain Mountain Finch,6,6,6,1,6,6
Black-headed Mountain Finch,6,6,6,2,6,6
Asian Rosy-Finch,5,6,6,3,6,6
Gray-crowned Rosy-Finch,1,6,6,6,6,6
Black Rosy-Finch,2,6,6,6,6,6
Brown-capped Rosy-Finch,2,6,6,6,6,6
House Finch,1,6,6,6,3,6
Purple Finch,1,6,6,6,6,6
Cassin's Finch,1,6,6,6,6,6
Desert Finch,6,6,6,4,6,6
Arabian Grosbeak,6,6,6,6,6,6
Socotra Grosbeak,6,6,6,6,6,6
Somali Grosbeak,6,6,6,6,6,6
European Greenfinch,6,3,5,3,1,1
Oriental Greenfinch,4,6,6,1,6,6
Yellow-breasted Greenfinch,6,6,6,1,6,6
Vietnamese Greenfinch,6,6,6,6,6,6
Black-headed Greenfinch,6,6,6,2,6,6
Oriole Finch,6,6,4,6,6,6
White-rumped Seedeater,6,6,4,6,6,6
Yellow-fronted Canary,2,6,1,6,6,6
African Citril,6,6,1,6,6,6
Western Citril,6,6,5,6,6,6
Southern Citril,6,6,2,6,6,6
Black-faced Canary,6,6,6,6,6,6
Papyrus Canary,6,6,5,6,6,6
Forest Canary,6,6,2,6,6,6
Arabian Serin,6,6,6,6,6,6
Black-throated Canary,6,6,2,6,6,6
Reichenow's Seedeater,6,6,1,6,6,6
Yellow-rumped Serin,6,6,6,6,6,6
Lemon-breasted Seedeater,6,6,3,6,6,6
White-bellied Canary,6,6,1,6,6,6
Yellow-throated Serin,6,6,6,6,6,6
Salvadori's Serin,6,6,6,6,6,6
Northern Grosbeak-Canary,6,6,4,6,6,6
Southern Grosbeak-Canary,6,6,3,6,6,6
Brimstone Canary,6,6,1,6,6,6
Yellow Canary,6,6,1,6,6,6
White-throated Canary,6,6,1,6,6,6
Streaky Seedeater,6,6,1,6,6,6
Yellow-browed Seedeater,6,6,5,6,6,6
Thick-billed Seedeater,6,6,2,6,6,6
Kipengere Seedeater,6,6,5,6,6,6
Principe Seedeater,6,6,6,6,6,6
Sao Tome Grosbeak,6,6,6,6,6,6
Protea Canary,6,6,3,6,6,6
Black-eared Seedeater,6,6,6,6,6,6
West African Seedeater,6,6,6,6,6,6
Streaky-headed Seedeater,6,6,1,6,6,6
Stripe-breasted Seedeater,6,6,6,6,6,6
Reichard's Seedeater,6,6,5,6,6,6
Brown-rumped Seedeater,6,6,6,6,6,6
Yemen Serin,6,6,6,6,6,6
Ankober Serin,6,6,6,6,6,6
Cape Siskin,6,6,2,6,6,6
Drakensberg Siskin,6,6,3,6,6,6
Twite,6,6,6,2,3,6
Eurasian Linnet,6,6,6,4,1,6
Yemen Linnet,6,6,6,6,6,6
Warsangli Linnet,6,6,6,6,6,6
Redpoll,6,6,6,3,1,1
Parrot Crossbill,6,6,6,6,3,6
Scottish Crossbill,6,6,6,6,6,6
Red Crossbill,1,6,6,2,1,6
Cassia Crossbill,2,6,6,6,6,6
Hispaniolan Crossbill,6,6,6,6,6,6
White-winged Crossbill,2,6,6,3,5,6
Indonesian Serin,6,6,6,5,6,6
Mindanao Serin,6,6,6,6,6,6
European Goldfinch,2,3,6,6,1,1
Gray-crowned Goldfinch,6,6,6,2,6,6
Citril Finch,6,6,6,6,1,6
Corsican Finch,6,6,6,6,2,6
European Serin,6,6,6,6,1,6
Island Canary,3,6,6,6,1,6
Fire-fronted Serin,6,6,6,1,6,6
Syrian Serin,6,6,6,6,6,6
Yellow-crowned Canary,6,6,2,6,6,6
Cape Canary,6,6,1,6,6,6
Ethiopian Siskin,6,6,6,6,6,6
Black-headed Canary,6,6,3,6,6,6
Tibetan Serin,6,6,6,3,6,6
Eurasian Siskin,5,6,6,2,1,6
Pine Siskin,1,6,6,6,6,6
Black-capped Siskin,3,6,6,6,6,6
Black-headed Siskin,1,6,6,6,6,6
Antillean Siskin,6,6,6,6,6,6
Lesser Goldfinch,1,1,6,6,6,6
Lawrence's Goldfinch,2,6,6,6,6,6
American Goldfinch,1,6,6,6,6,6
Andean Siskin,6,1,6,6,6,6
Yellow-faced Siskin,6,6,6,6,6,6
Yellow-bellied Siskin,6,1,6,6,6,6
Red Siskin,6,6,6,6,6,6
Thick-billed Siskin,6,3,6,6,6,6
Hooded Siskin,6,1,6,6,6,6
Saffron Siskin,6,6,6,6,6,6
Olivaceous Siskin,6,3,6,6,6,6
Black Siskin,6,1,6,6,6,6
Yellow-rumped Siskin,6,2,6,6,6,6
Black-chinned Siskin,6,1,6,6,6,6
Lapland Longspur,1,6,6,3,3,6
Chestnut-collared Longspur,1,6,6,6,6,6
Smith's Longspur,2,6,6,6,6,6
Thick-billed Longspur,2,6,6,6,6,6
Snow Bunting,1,6,6,3,2,6
McKay's Bunting,3,6,6,6,6,6
Rosy Thrush-Tanager,2,1,6,6,6,6
Brown-rumped Bunting,6,6,6,6,6,6
Crested Bunting,6,6,6,1,6,6
Black-headed Bunting,6,6,6,2,5,6
Red-headed Bunting,6,6,6,2,6,6
Corn Bunting,6,6,5,5,1,6
Chestnut-eared Bunting,6,6,6,1,6,6
Tibetan Bunting,6,6,6,4,6,6
Rufous-backed Bunting,6,6,6,5,6,6
Rock Bunting,6,6,6,1,1,6
Godlewski's Bunting,6,6,6,1,6,6
Meadow Bunting,6,6,6,1,6,6
Cirl Bunting,6,6,6,6,1,3
White-capped Bunting,6,6,6,2,6,6
Yellowhammer,6,6,6,3,1,1
Pine Bunting,5,6,6,2,4,6
Gray-necked Bunting,6,6,6,2,6,6
Cinereous Bunting,6,6,6,6,6,6
Ortolan Bunting,6,6,6,4,2,6
Cretzschmar's Bunting,6,6,6,6,6,6
Cabanis's Bunting,6,6,4,6,6,6
Golden-breasted Bunting,6,6,1,6,6,6
Somali Bunting,6,6,2,6,6,6
Cape Bunting,6,6,1,6,6,6
Lark-like Bunting,6,6,2,6,6,6
Socotra Bunting,6,6,6,6,6,6
Cinnamon-breasted Bunting,6,6,1,6,6,6
Gosling's Bunting,6,6,3,6,6,6
House Bunting,6,6,6,6,3,6
Striolated Bunting,6,6,6,3,6,6
Slaty Bunting,6,6,6,3,6,6
Yellow-throated Bunting,5,6,6,1,6,6
Ochre-rumped Bunting,6,6,6,3,6,6
Pallas's Bunting,4,6,6,2,6,6
Reed Bunting,4,6,6,1,1,6
Yellow-breasted Bunting,4,6,6,3,6,6
Little Bunting,4,6,6,1,3,6
Rustic Bunting,3,6,6,2,3,6
Yellow Bunting,6,6,6,3,6,6
Black-faced Bunting,6,6,6,1,5,6
Masked Bunting,6,6,6,1,6,6
Chestnut Bunting,6,6,6,3,6,6
Yellow-browed Bunting,5,6,6,2,6,6
Tristram's Bunting,6,6,6,2,6,6
Gray Bunting,5,6,6,2,6,6
Tanager Finch,6,2,6,6,6,6
Yellow-throated Chlorospingus,6,1,6,6,6,6
Short-billed Chlorospingus,6,3,6,6,6,6
Ashy-throated Chlorospingus,6,2,6,6,6,6
Sooty-capped Chlorospingus,6,6,6,6,6,6
Common Chlorospingus,1,1,6,6,6,6
Tacarcuna Chlorospingus,6,6,6,6,6,6
Pirre Chlorospingus,6,6,6,6,6,6
Dusky Chlorospingus,6,1,6,6,6,6
Tumbes Sparrow,6,3,6,6,6,6
Yungas Sparrow,6,2,6,6,6,6
Chaco Sparrow,6,2,6,6,6,6
Rufous-winged Sparrow,2,6,6,6,6,6
Cinnamon-tailed Sparrow,3,6,6,6,6,6
Stripe-headed Sparrow,1,6,6,6,6,6
Black-chested Sparrow,3,6,6,6,6,6
Bridled Sparrow,2,6,6,6,6,6
Botteri's Sparrow,2,6,6,6,6,6
Cassin's Sparrow,1,6,6,6,6,6
Bachman's Sparrow,1,6,6,6,6,6
Grasshopper Sparrow,1,6,6,6,6,6
Grassland Sparrow,6,1,6,6,6,6
Yellow-browed Sparrow,6,1,6,6,6,6
Olive Sparrow,2,6,6,6,6,6
Green-backed Sparrow,1,6,6,6,6,6
Black-striped Sparrow,6,1,6,6,6,6
Tocuyo Sparrow,6,3,6,6,6,6
Chipping Sparrow,1,6,6,6,6,6
Clay-colored Sparrow,1,6,6,6,6,6
Black-chinned Sparrow,1,6,6,6,6,6
Field Sparrow,1,6,6,6,6,6
Brewer's Sparrow,1,6,6,6,6,6
Worthen's Sparrow,5,6,6,6,6,6
Five-striped Sparrow,2,6,6,6,6,6
Black-throated Sparrow,1,6,6,6,6,6
Lark Sparrow,1,6,6,6,6,6
Lark Bunting,1,6,6,6,6,6
Costa Rican Brushfinch,6,6,6,6,6,6
Sierra Nevada Brushfinch,6,2,6,6,6,6
Perija Brushfinch,6,3,6,6,6,6
Black-headed Brushfinch,6,1,6,6,6,6
Caracas Brushfinch,6,6,6,6,6,6
Paria Brushfinch,6,6,6,6,6,6
Gray-browed Brushfinch,6,1,6,6,6,6
White-browed Brushfinch,6,3,6,6,6,6
Orange-billed Sparrow,3,1,6,6,6,6
Black-capped Sparrow,6,3,6,6,6,6
Marañon Sparrow,6,4,6,6,6,6
Golden-winged Sparrow,6,1,6,6,6,6
Pectoral Sparrow,6,1,6,6,6,6
Sao Francisco Sparrow,6,3,6,6,6,6
Half-collared Sparrow,6,2,6,6,6,6
Moss-backed Sparrow,6,2,6,6,6,6
Saffron-billed Sparrow,6,1,6,6,6,6
Green-striped Brushfinch,2,6,6,6,6,6
Chestnut-capped Brushfinch,1,1,6,6,6,6
Sooty-faced Finch,6,6,6,6,6,6
Olive Finch,6,3,6,6,6,6
American Tree Sparrow,1,6,6,6,6,6
Fox Sparrow,1,6,6,6,6,6
Dark-eyed Junco,1,6,6,6,6,6
Guadalupe Junco,4,6,6,6,6,6
Yellow-eyed Junco,2,6,6,6,6,6
Baird's Junco,5,6,6,6,6,6
Volcano Junco,6,6,6,6,6,6
Rufous-collared Sparrow,1,1,6,6,6,6
White-crowned Sparrow,1,6,6,5,6,6
Golden-crowned Sparrow,1,6,6,6,6,6
Harris's Sparrow,1,6,6,6,6,6
White-throated Sparrow,1,6,6,6,5,6
Sagebrush Sparrow,1,6,6,6,6,6
Bell's Sparrow,1,6,6,6,6,6
Striped Sparrow,1,6,6,6,6,6
Vesper Sparrow,1,6,6,6,6,6
LeConte's Sparrow,1,6,6,6,6,6
Seaside Sparrow,1,6,6,6,6,6
Nelson's Sparrow,1,6,6,6,6,6
Saltmarsh Sparrow,1,6,6,6,6,6
Savannah Sparrow,1,6,6,6,6,6
Baird's Sparrow,2,6,6,6,6,6
Henslow's Sparrow,2,6,6,6,6,6
Sierra Madre Sparrow,3,6,6,6,6,6
Song Sparrow,1,6,6,6,6,6
Lincoln's Sparrow,1,6,6,6,6,6
Swamp Sparrow,1,6,6,6,6,6
Large-footed Finch,6,6,6,6,6,6
Zapata Sparrow,3,6,6,6,6,6
Rusty-crowned Ground-Sparrow,1,6,6,6,6,6
Canyon Towhee,1,6,6,6,6,6
White-throated Towhee,1,6,6,6,6,6
Abert's Towhee,1,6,6,6,6,6
California Towhee,1,6,6,6,6,6
White-eared Ground-Sparrow,1,6,6,6,6,6
White-faced Ground-Sparrow,1,6,6,6,6,6
Cabanis's Ground-Sparrow,6,6,6,6,6,6
Rusty Sparrow,1,6,6,6,6,6
Rufous-crowned Sparrow,1,6,6,6,6,6
Oaxaca Sparrow,3,6,6,6,6,6
Green-tailed Towhee,1,6,6,6,6,6
Spotted Towhee,1,6,6,6,6,6
Eastern Towhee,1,6,6,6,6,6
Bermuda Towhee,6,6,6,6,6,6
Collared Towhee,2,6,6,6,6,6
Rufous-capped Brushfinch,1,6,6,6,6,6
White-naped Brushfinch,1,1,6,6,6,6
Yellow-thighed Brushfinch,6,6,6,6,6,6
Yellow-green Brushfinch,6,6,6,6,6,6
Moustached Brushfinch,6,2,6,6,6,6
Tepui Brushfinch,6,6,6,6,6,6
Santa Marta Brushfinch,6,1,6,6,6,6
Ochre-breasted Brushfinch,6,2,6,6,6,6
Yellow-headed Brushfinch,6,2,6,6,6,6
Dusky-headed Brushfinch,6,3,6,6,6,6
White-rimmed Brushfinch,6,3,6,6,6,6
White-headed Brushfinch,6,3,6,6,6,6
Rufous-eared Brushfinch,6,3,6,6,6,6
Choco Brushfinch,6,1,6,6,6,6
Golden-crowned Brushfinch,6,3,6,6,6,6
Northern Slaty Brushfinch,6,1,6,6,6,6
Peruvian Slaty Brushfinch,6,3,6,6,6,6
Pale-naped Brushfinch,6,1,6,6,6,6
Antioquia Brushfinch,6,3,6,6,6,6
Yellow-breasted Brushfinch,6,1,6,6,6,6
White-winged Brushfinch,6,3,6,6,6,6
Pale-headed Brushfinch,6,6,6,6,6,6
Bay-crowned Brushfinch,6,4,6,6,6,6
Rusty-bellied Brushfinch,6,2,6,6,6,6
Apurimac Brushfinch,6,4,6,6,6,6
Black-spectacled Brushfinch,6,4,6,6,6,6
Vilcabamba Brushfinch,6,6,6,6,6,6
Cuzco Brushfinch,6,3,6,6,6,6
Black-faced Brushfinch,6,2,6,6,6,6
Bolivian Brushfinch,6,6,6,6,6,6
Fulvous-headed Brushfinch,6,3,6,6,6,6
Yellow-striped Brushfinch,6,3,6,6,6,6
Western Chat-Tanager,6,6,6,6,6,6
Eastern Chat-Tanager,6,6,6,6,6,6
Black-crowned Palm-Tanager,6,6,6,6,6,6
Gray-crowned Palm-Tanager,6,6,6,6,6,6
White-winged Warbler,6,6,6,6,6,6
Green-tailed Warbler,6,6,6,6,6,6
Puerto Rican Tanager,6,6,6,6,6,6
Western Spindalis,3,6,6,6,6,6
Jamaican Spindalis,6,6,6,6,6,6
Hispaniolan Spindalis,6,6,6,6,6,6
Puerto Rican Spindalis,6,6,6,6,6,6
Wrenthrush,6,6,6,6,6,6
Yellow-headed Warbler,2,6,6,6,6,6
Oriente Warbler,2,6,6,6,6,6
Yellow-breasted Chat,1,6,6,6,6,6
Yellow-headed Blackbird,1,6,6,6,6,6
Bobolink,1,3,6,6,6,6
Western Meadowlark,1,6,6,6,6,6
Eastern Meadowlark,1,1,6,6,6,6
Chihuahuan Meadowlark,1,6,6,6,6,6
Red-breasted Meadowlark,6,1,6,6,6,6
White-browed Meadowlark,6,1,6,6,6,6
Peruvian Meadowlark,6,1,6,6,6,6
Pampas Meadowlark,6,3,6,6,6,6
Long-tailed Meadowlark,6,1,6,6,6,6
Yellow-billed Cacique,1,1,6,6,6,6
Yellow-winged Cacique,1,6,6,6,6,6
Russet-backed Oropendola,6,1,6,6,6,6
Dusky-green Oropendola,6,1,6,6,6,6
Green Oropendola,6,2,6,6,6,6
Crested Oropendola,6,1,6,6,6,6
Chestnut-headed Oropendola,1,1,6,6,6,6
Montezuma Oropendola,1,6,6,6,6,6
Black Oropendola,6,4,6,6,6,6
Baudo Oropendola,6,3,6,6,6,6
Olive Oropendola,6,1,6,6,6,6
Solitary Black Cacique,6,1,6,6,6,6
Golden-winged Cacique,6,1,6,6,6,6
Ecuadorian Cacique,6,6,6,6,6,6
Selva Cacique,6,6,6,6,6,6
Scarlet-rumped Cacique,6,1,6,6,6,6
Yellow-rumped Cacique,6,1,6,6,6,6
Mountain Cacique,6,1,6,6,6,6
Band-tailed Cacique,6,3,6,6,6,6
Red-rumped Cacique,6,1,6,6,6,6
Casqued Cacique,6,2,6,6,6,6
Hispaniolan Oriole,6,6,6,6,6,6
Cuban Oriole,1,6,6,6,6,6
Bahama Oriole,6,6,6,6,6,6
Puerto Rican Oriole,6,6,6,6,6,6
St. Lucia Oriole,6,6,6,6,6,6
Montserrat Oriole,6,6,6,6,6,6
Martinique Oriole,6,6,6,6,6,6
Black-vented Oriole,4,6,6,6,6,6
Bar-winged Oriole,2,6,6,6,6,6
Black-cowled Oriole,1,6,6,6,6,6
Orchard Oriole,1,3,6,6,6,6
Hooded Oriole,1,6,6,6,6,6
Yellow-backed Oriole,1,1,6,6,6,6
Orange-crowned Oriole,6,1,6,6,6,6
White-edged Oriole,6,2,6,6,6,6
Yellow-tailed Oriole,1,2,6,6,6,6
Epaulet Oriole,6,1,6,6,6,6
Variable Oriole,6,1,6,6,6,6
Venezuelan Troupial,6,2,6,6,6,6
Campo Troupial,6,1,6,6,6,6
Orange-backed Troupial,6,1,6,6,6,6
Streak-backed Oriole,4,6,6,6,6,6
Bullock's Oriole,1,6,6,6,6,6
Orange Oriole,1,6,6,6,6,6
Jamaican Oriole,6,3,6,6,6,6
Yellow Oriole,6,1,6,6,6,6
Spot-breasted Oriole,2,6,6,6,6,6
Altamira Oriole,2,6,6,6,6,6
Audubon's Oriole,2,6,6,6,6,6
Baltimore Oriole,1,2,6,6,6,6
Black-backed Oriole,5,6,6,6,6,6
Scott's Oriole,1,6,6,6,6,6
Jamaican Blackbird,6,6,6,6,6,6
Red-winged Blackbird,1,6,6,6,6,6
Red-shouldered Blackbird,3,6,6,6,6,6
Tricolored Blackbird,2,6,6,6,6,6
Tawny-shouldered Blackbird,5,6,6,6,6,6
Yellow-shouldered Blackbird,6,6,6,6,6,6
Screaming Cowbird,6,1,6,6,6,6
Shiny Cowbird,3,1,6,6,6,6
Bronzed Cowbird,1,3,6,6,6,6
Brown-headed Cowbird,1,6,6,6,6,6
Giant Cowbird,3,1,6,6,6,6
Melodious Blackbird,1,6,6,6,6,6
Scrub Blackbird,6,1,6,6,6,6
Cuban Blackbird,1,6,6,6,6,6
Rusty Blackbird,1,6,6,6,6,6
Brewer's Blackbird,1,6,6,6,6,6
Common Grackle,1,6,6,6,6,6
Boat-tailed Grackle,1,6,6,6,6,6
Great-tailed Grackle,1,1,6,6,6,6
Slender-billed Grackle,6,6,6,6,6,6
Nicaraguan Grackle,6,6,6,6,6,6
Greater Antillean Grackle,1,6,6,6,6,6
Carib Grackle,6,1,6,6,6,6
Red-bellied Grackle,6,1,6,6,6,6
Velvet-fronted Grackle,6,2,6,6,6,6
Oriole Blackbird,6,1,6,6,6,6
Mountain Grackle,6,3,6,6,6,6
Golden-tufted Grackle,6,6,6,6,6,6
Austral Blackbird,6,1,6,6,6,6
Scarlet-headed Blackbird,6,2,6,6,6,6
Forbes's Blackbird,6,5,6,6,6,6
Chopi Blackbird,6,1,6,6,6,6
Bolivian Blackbird,6,6,6,6,6,6
Grayish Baywing,6,1,6,6,6,6
Pale Baywing,6,2,6,6,6,6
Pale-eyed Blackbird,6,3,6,6,6,6
Unicolored Blackbird,6,1,6,6,6,6
Yellow-winged Blackbird,6,1,6,6,6,6
Chestnut-capped Blackbird,6,1,6,6,6,6
Yellow-hooded Blackbird,6,1,6,6,6,6
Saffron-cowled Blackbird,6,4,6,6,6,6
Yellow-rumped Marshbird,6,1,6,6,6,6
Brown-and-yellow Marshbird,6,1,6,6,6,6
Ovenbird,1,3,6,6,6,6
Worm-eating Warbler,1,5,6,6,6,6
Louisiana Waterthrush,1,4,6,6,6,6
Northern Waterthrush,1,2,6,6,6,6
Bachman's Warbler,6,6,6,6,6,6
Golden-winged Warbler,2,3,6,6,6,6
Blue-winged Warbler,1,6,6,6,6,6
Black-and-white Warbler,1,2,6,6,6,6
Prothonotary Warbler,1,2,6,6,6,6
Swainson's Warbler,2,6,6,6,6,6
Crescent-chested Warbler,4,6,6,6,6,6
Flame-throated Warbler,6,6,6,6,6,6
Tennessee Warbler,1,2,6,6,6,6
Orange-crowned Warbler,1,6,6,6,6,6
Colima Warbler,2,6,6,6,6,6
Lucy's Warbler,1,6,6,6,6,6
Nashville Warbler,1,5,6,6,6,6
Virginia's Warbler,1,6,6,6,6,6
Semper's Warbler,6,6,6,6,6,6
Connecticut Warbler,2,6,6,6,6,6
Gray-crowned Yellowthroat,4,6,6,6,6,6
Masked Yellowthroat,6,3,6,6,6,6
Black-lored Yellowthroat,6,3,6,6,6,6
Southern Yellowthroat,6,1,6,6,6,6
MacGillivray's Warbler,1,6,6,6,6,6
Mourning Warbler,1,2,6,6,6,6
Kentucky Warbler,1,5,6,6,6,6
Olive-crowned Yellowthroat,6,2,6,6,6,6
Black-polled Yellowthroat,3,6,6,6,6,6
Belding's Yellowthroat,2,6,6,6,6,6
Bahama Yellowthroat,6,6,6,6,6,6
Altamira Yellowthroat,4,6,6,6,6,6
Common Yellowthroat,1,4,6,6,5,6
Hooded Yellowthroat,2,6,6,6,6,6
Whistling Warbler,6,6,6,6,6,6
Plumbeous Warbler,6,6,6,6,6,6
Elfin-woods Warbler,6,6,6,6,6,6
Arrowhead Warbler,6,6,6,6,6,6
Hooded Warbler,1,5,6,6,6,6
American Redstart,1,2,6,6,6,6
Kirtland's Warbler,2,6,6,6,6,6
Cape May Warbler,1,4,6,6,6,6
Cerulean Warbler,2,2,6,6,6,6
Northern Parula,1,3,6,6,6,6
Tropical Parula,3,1,6,6,6,6
Magnolia Warbler,1,4,6,6,6,6
Bay-breasted Warbler,1,2,6,6,6,6
Blackburnian Warbler,1,2,6,6,6,6
Yellow Warbler,1,1,6,6,6,6
Chestnut-sided Warbler,1,4,6,6,6,6
Blackpoll Warbler,1,2,6,6,6,6
Black-throated Blue Warbler,1,6,6,6,6,6
Palm Warbler,1,4,6,6,6,6
Olive-capped Warbler,3,6,6,6,6,6
Pine Warbler,1,6,6,6,6,6
Yellow-rumped Warbler,1,5,6,6,6,6
Yellow-throated Warbler,1,4,6,6,6,6
Bahama Warbler,6,6,6,6,6,6
Vitelline Warbler,6,6,6,6,6,6
Prairie Warbler,1,5,6,6,6,6
Adelaide's Warbler,6,6,6,6,6,6
Barbuda Warbler,6,6,6,6,6,6
St. Lucia Warbler,6,6,6,6,6,6
Grace's Warbler,1,6,6,6,6,6
Black-throated Gray Warbler,1,6,6,6,6,6
Townsend's Warbler,1,6,6,6,6,6
Hermit Warbler,1,6,6,6,6,6
Golden-cheeked Warbler,2,6,6,6,6,6
Black-throated Green Warbler,1,5,6,6,6,6
Fan-tailed Warbler,4,6,6,6,6,6
Rufous-capped Warbler,3,6,6,6,6,6
Chestnut-capped Warbler,2,1,6,6,6,6
Black-cheeked Warbler,6,6,6,6,6,6
Pirre Warbler,6,6,6,6,6,6
Golden-browed Warbler,1,6,6,6,6,6
Golden-crowned Warbler,4,1,6,6,6,6
Costa Rican Warbler,6,6,6,6,6,6
Tacarcuna Warbler,6,6,6,6,6,6
Three-striped Warbler,6,1,6,6,6,6
Yungas Warbler,6,6,6,6,6,6
Three-banded Warbler,6,3,6,6,6,6
Gray-headed Warbler,6,6,6,6,6,6
Santa Marta Warbler,6,2,6,6,6,6
Citrine Warbler,6,2,6,6,6,6
White-striped Warbler,6,3,6,6,6,6
Flavescent Warbler,6,1,6,6,6,6
White-browed Warbler,6,1,6,6,6,6
Pale-legged Warbler,6,3,6,6,6,6
Black-crested Warbler,6,1,6,6,6,6
Buff-rumped Warbler,6,1,6,6,6,6
Riverbank Warbler,6,1,6,6,6,6
Two-banded Warbler,6,2,6,6,6,6
Choco Warbler,6,2,6,6,6,6
Cuzco Warbler,6,3,6,6,6,6
Gray-throated Warbler,6,3,6,6,6,6
White-lored Warbler,6,2,6,6,6,6
Gray-and-gold Warbler,6,3,6,6,6,6
Russet-crowned Warbler,6,1,6,6,6,6
Canada Warbler,1,2,6,6,6,6
Wilson's Warbler,1,6,6,6,6,6
Red-faced Warbler,2,6,6,6,6,6
Red Warbler,1,6,6,6,6,6
Pink-headed Warbler,2,6,6,6,6,6
Painted Redstart,2,6,6,6,6,6
Slate-throated Redstart,4,1,6,6,6,6
Brown-capped Redstart,6,1,6,6,6,6
Tepui Redstart,6,6,6,6,6,6
Paria Redstart,6,6,6,6,6,6
Saffron-breasted Redstart,6,6,6,6,6,6
White-faced Redstart,6,6,6,6,6,6
Collared Redstart,6,6,6,6,6,6
Yellow-crowned Redstart,6,2,6,6,6,6
Golden-fronted Redstart,6,1,6,6,6,6
Spectacled Redstart,6,1,6,6,6,6
White-fronted Redstart,6,6,6,6,6,6
Dusky-faced Tanager,6,1,6,6,6,6
Olive-backed Tanager,6,6,6,6,6,6
Red-billed Pied Tanager,6,2,6,6,6,6
Olive-green Tanager,6,1,6,6,6,6
Rose-throated Tanager,2,6,6,6,6,6
Hepatic Tanager,2,1,6,6,6,6
Summer Tanager,1,2,6,6,6,6
Scarlet Tanager,1,2,6,6,6,6
Western Tanager,1,6,6,6,6,6
Flame-colored Tanager,3,6,6,6,6,6
White-winged Tanager,2,3,6,6,6,6
Red-headed Tanager,2,6,6,6,6,6
Red-hooded Tanager,6,2,6,6,6,6
Red-crowned Ant-Tanager,1,1,6,6,6,6
Red-throated Ant-Tanager,1,3,6,6,6,6
Sooty Ant-Tanager,6,2,6,6,6,6
Black-cheeked Ant-Tanager,6,6,6,6,6,6
Crested Ant-Tanager,6,1,6,6,6,6
Carmiol's Tanager,6,6,6,6,6,6
Yellow-lored Tanager,6,3,6,6,6,6
Lemon-spectacled Tanager,6,3,6,6,6,6
Ochre-breasted Tanager,6,2,6,6,6,6
Crimson-collared Grosbeak,4,6,6,6,6,6
Red-and-black Grosbeak,6,4,6,6,6,6
Black-faced Grosbeak,3,6,6,6,6,6
Yellow-green Grosbeak,6,2,6,6,6,6
Vermilion Cardinal,6,2,6,6,6,6
Northern Cardinal,1,6,6,6,6,6
Pyrrhuloxia,1,6,6,6,6,6
Yellow Grosbeak,4,6,6,6,6,6
Golden Grosbeak,6,1,6,6,6,6
Black-thighed Grosbeak,6,6,6,6,6,6
Black-backed Grosbeak,6,1,6,6,6,6
Rose-breasted Grosbeak,1,2,6,6,6,6
Black-headed Grosbeak,1,6,6,6,6,6
Red-breasted Chat,2,6,6,6,6,6
Gray-throated Chat,2,6,6,6,6,6
Rose-breasted Chat,6,3,6,6,6,6
Blue Seedeater,3,6,6,6,6,6
Ecuadorian Seedeater,6,6,6,6,6,6
Carrizal Seedeater,6,6,6,6,6,6
Blackish-blue Seedeater,6,2,6,6,6,6
Glaucous-blue Grosbeak,6,3,6,6,6,6
Blue-black Grosbeak,3,1,6,6,6,6
Amazonian Grosbeak,6,2,6,6,6,6
Ultramarine Grosbeak,6,1,6,6,6,6
Blue Bunting,4,6,6,6,6,6
Blue Grosbeak,1,5,6,6,6,6
Lazuli Bunting,1,6,6,6,6,6
Indigo Bunting,1,4,6,6,6,6
Rose-bellied Bunting,6,6,6,6,6,6
Orange-breasted Bunting,1,6,6,6,6,6
Varied Bunting,2,6,6,6,6,6
Painted Bunting,1,6,6,6,6,6
Dickcissel,1,4,6,6,6,6
Brown Tanager,6,2,6,6,6,6
Red-crested Cardinal,2,1,6,6,6,6
Red-cowled Cardinal,6,1,6,6,6,6
Masked Cardinal,6,2,6,6,6,6
Red-capped Cardinal,6,1,6,6,6,6
Crimson-fronted Cardinal,6,4,6,6,6,6
Yellow-billed Cardinal,2,1,6,6,6,6
Black-faced Tanager,6,1,6,6,6,6
Cinnamon Tanager,6,1,6,6,6,6
Magpie Tanager,6,1,6,6,6,6
White-banded Tanager,6,2,6,6,6,6
Black-and-white Tanager,6,6,6,6,6,6
